included in data,Item type,Authors,Title,Journal,Publication year,Volume,Issue,Pages,Publisher,Address,Book title,Proceedings title,Conference location,Date published,ISBN,ISSN,URLs,DOI,Abstract,Keywords,Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Endo AT,Bernardino M,Rodrigues EM,Simao A,de Oliveira FM,Zorzo AF,Saad R",An Industrial Experience on Using Models to Test Web Service-Oriented Applications,,2013,,,240–249,Association for Computing Machinery,"New York, NY, USA",,Proceedings of International Conference on Information Integration and Web-Based Applications & Services,"Vienna, Austria",2013,9781450321136,,https://doi.org/10.1145/2539150.2539188;http://dx.doi.org/10.1145/2539150.2539188,10.1145/2539150.2539188,"Service-oriented architectures and Web services have been widely adopted by enterprises to pervade integration among software systems. As reliable services are essential to assure that these systems work correctly, formal and systematic testing should be performed. This paper reports the application of a model-based approach to test Web services in the context of real-world applications of a multinational computer technology corporation. The employed approach is called ESG4WSC, in which an event-driven model is provided to support modeling and test case generation, as well as an environment to support the concretization and test execution.","model based testing, event sequence graph, service composition, experience report",IIWAS '13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Deng F,Siersdorfer S,Zerr S",Efficient Jaccard-Based Diversity Analysis of Large Document Collections,,2012,,,1402–1411,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 21st ACM International Conference on Information and Knowledge Management,"Maui, Hawaii, USA",2012,9781450311564,,https://doi.org/10.1145/2396761.2398445;http://dx.doi.org/10.1145/2396761.2398445,10.1145/2396761.2398445,"We propose two efficient algorithms for exploring topic diversity in large document corpora such as user generated content on the social web, bibliographic data, or other web repositories. Analyzing diversity is useful for obtaining insights into knowledge evolution, trends, periodicities, and topic heterogeneity of such collections. Calculating diversity statistics requires averaging over the similarity of all object pairs, which, for large corpora, is prohibitive from a computational point of view. Our proposed algorithms overcome the quadratic complexity of the average pair-wise similarity computation, and allow for constant time (depending on dataset properties) or linear time approximation with probabilistic guarantees. We show examples of diversity-based studies on large samples from corpora such as the social photo sharing site Flickr, the DBLP bibliography, and US Census data.","clustering, jaccard, diversity",CIKM '12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Mao D,Jie L",Streak Image Compression,,2020,,,450–454,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 2020 International Conference on Aviation Safety and Information Technology,"Weihai City, China",2020,9781450375764,,https://doi.org/10.1145/3434581.3434632;http://dx.doi.org/10.1145/3434581.3434632,10.1145/3434581.3434632,"This Streak image contains a lot of noise signals and it is not easy to accurately detect the target signal position. This article gives a method of determining target signal region and achieving streak image compression, which uses multi-resolution wavelet denoising and detecting target signal considering its overall continuous distribution as a rule and using the stepped-like piecewise function of range as the detection object. In target signal region, convolution filtering is used to detect the peaks, and then the three-dimensional image is calculated. Experiments show that the method can reduce the scale of data for computing, improve the quality of generating point cloud data and reconstruct 3D images more accurately.","stepped-like piecewise function, target signal, Streak image compression, overall continuous distribution",ICASIT 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Khryashchev VV,Stepanova OA,Lebedev AA,Kashin SV,Kuvaev RO",Deep Learning for Gastric Pathology Detection in Endoscopic Images,,2019,,,90–94,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 2019 3rd International Conference on Graphics and Signal Processing,"Hong Kong, Hong Kong",2019,9781450371469,,https://doi.org/10.1145/3338472.3338492;http://dx.doi.org/10.1145/3338472.3338492,10.1145/3338472.3338492,"Computer-aided diagnosis of cancer based on endoscopic image analysis is a promising area in the field of computer vision and machine learning. Convolutional neural networks are one of the most popular approaches in endoscopic image analysis. This paper presents the algorithm of pathology detection in endoscopic images of gastric lesions based on convolutional neural network. Training and testing of the algorithm was carried out on the NVIDIA DGX-1 supercomputer using endoscopic images from the test base, assembled together with the Yaroslavl Regional Cancer Hospital. As a result of experiments, the mAP metric was calculated and the value was 0.875, which is a high result for the task of object detection in images.","convolution neural network, gastric cancer, Machine learning, endoscopic image analysis",ICGSP '19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Gao K,Zhang P,Liu Y,Zhou Z,Yang G,Lu H",Deep Mutual Learning for Visual Tracking,,2019,,,,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the ACM Turing Celebration Conference - China,"Chengdu, China",2019,9781450371582,,https://doi.org/10.1145/3321408.3323927;http://dx.doi.org/10.1145/3321408.3323927,10.1145/3321408.3323927,"In this work, we propose a novel deep learning method to improve the accuracy and the speed of particle filter based object trackers. The main contributions include two aspects. First, to enhance the discrimination of feature representations, we propose two identical CNNs, each of which shares information from the other by introducing the Kullback-Leibler (KL) loss. Second, in order to boost the speed of trackers, we introduce the region of interest (ROI) align, and optimize the structure-identical networks with knowledge distillation and deep mutual learning. It makes the forward propagation only calculate once instead of hundreds of iterations. Experimental results on the OTB2015 and VOT2015 benchmarks demonstrate that our method performs better than several state-of-the-art algorithms.","knowledge distillation, particle filter object tracking, deep mutual learning",ACM TURC '19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Batory D,Höfner P,Kim J","Feature Interactions, Products, and Composition",,2011,,,13–22,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 10th ACM International Conference on Generative Programming and Component Engineering,"Portland, Oregon, USA",2011,9781450306898,,https://doi.org/10.1145/2047862.2047867;http://dx.doi.org/10.1145/2047862.2047867,10.1145/2047862.2047867,"The relationship between feature modules and feature interactions is not well-understood. To explain classic examples of feature interaction, we show that features are not only composed sequentially, but also by cross-product and interaction operations that heretofore were implicit in the literature. Using the Colored IDE (CIDE) tool as our starting point, we (a) present a formal model of these operations, (b) show how it connects and explains previously unrelated results in Feature Oriented Software Development (FOSD), and (c) describe a tool, based on our formalism, that demonstrates how changes in composed documents can be back-propagated to their original feature module definitions, thereby improving FOSD tooling.","fosd, back-propagation, feature interaction, cide, feature products",GPCE '11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Journal Article,"Batory D,Höfner P,Kim J","Feature Interactions, Products, and Composition",SIGPLAN Not.,2011,47,3,13–22,Association for Computing Machinery,"New York, NY, USA",,,,2011-10,,0362-1340,https://doi.org/10.1145/2189751.2047867;http://dx.doi.org/10.1145/2189751.2047867,10.1145/2189751.2047867,"The relationship between feature modules and feature interactions is not well-understood. To explain classic examples of feature interaction, we show that features are not only composed sequentially, but also by cross-product and interaction operations that heretofore were implicit in the literature. Using the Colored IDE (CIDE) tool as our starting point, we (a) present a formal model of these operations, (b) show how it connects and explains previously unrelated results in Feature Oriented Software Development (FOSD), and (c) describe a tool, based on our formalism, that demonstrates how changes in composed documents can be back-propagated to their original feature module definitions, thereby improving FOSD tooling.","feature interaction, feature products, back-propagation, fosd, cide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Constantin C,Amann B",Usage-Based Ranking of Distributed XML Data,,2008,,,1008–1012,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 2008 ACM Symposium on Applied Computing,"Fortaleza, Ceara, Brazil",2008,9781595937537,,https://doi.org/10.1145/1363686.1363920;http://dx.doi.org/10.1145/1363686.1363920,10.1145/1363686.1363920,"In this article we consider the issue of ranking XML data and data sources in a distributed XML data warehouse. Our ranking model applies to service-oriented data management applications where web services store and exchange XML fragments. Each service publishes a set of operations implemented as parameterized queries on a local XML data warehouse integrating locally generated data and query results received from other services. We propose a new way for ranking distributed data and data sources taking into consideration their usage for the evaluation of queries. The main results are a formal ranking model of data, queries and services and an implementation on a data warehouse.","XML, query, ranking",SAC '08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Journal Article,"Satuluri V,Parthasarathy S",Bayesian Locality Sensitive Hashing for Fast Similarity Search,Proc. VLDB Endow.,2012,5,5,430–441,VLDB Endowment,,,,,2012-01,,2150-8097,https://doi.org/10.14778/2140436.2140440;http://dx.doi.org/10.14778/2140436.2140440,10.14778/2140436.2140440,"Given a collection of objects and an associated similarity measure, the all-pairs similarity search problem asks us to find all pairs of objects with similarity greater than a certain user-specified threshold. Locality-sensitive hashing (LSH) based methods have become a very popular approach for this problem. However, most such methods only use LSH for the first phase of similarity search - i.e. efficient indexing for candidate generation. In this paper, we present BayesLSH, a principled Bayesian algorithm for the subsequent phase of similarity search - performing candidate pruning and similarity estimation using LSH. A simpler variant, BayesLSH-Lite, which calculates similarities exactly, is also presented. Our algorithms are able to quickly prune away a large majority of the false positive candidate pairs, leading to significant speedups over baseline approaches. For BayesLSH, we also provide probabilistic guarantees on the quality of the output, both in terms of accuracy and recall. Finally, the quality of BayesLSH's output can be easily tuned and does not require any manual setting of the number of hashes to use for similarity estimation, unlike standard approaches. For two state-of-the-art candidate generation algorithms, AllPairs and LSH, BayesLSH enables significant speedups, typically in the range 2x-20x for a wide variety of datasets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Journal Article,"Fang Y,Zou C,Chien AA",Accelerating Raw Data Analysis with the ACCORDA Software and Hardware Architecture,Proc. VLDB Endow.,2019,12,11,1568–1582,VLDB Endowment,,,,,2019-07,,2150-8097,https://doi.org/10.14778/3342263.3342634;http://dx.doi.org/10.14778/3342263.3342634,10.14778/3342263.3342634,"The data science revolution and growing popularity of data lakes make efficient processing of raw data increasingly important. To address this, we propose the ACCelerated Operators for Raw Data Analysis (ACCORDA) architecture. By extending the operator interface (subtype with encoding) and employing a uniform runtime worker model, ACCORDA integrates data transformation acceleration seamlessly, enabling a new class of encoding optimizations and robust high-performance raw data processing. Together, these key features preserve the software system architecture, empowering state-of-art heuristic optimizations to drive flexible data encoding for performance. ACCORDA derives performance from its software architecture, but depends critically on the acceleration of the Unstructured Data Processor (UDP) that is integrated into the memory-hierarchy, and accelerates data transformation tasks by 16x-21x (parsing, decompression) to as much as 160x (deserialization) compared to an x86 core.We evaluate ACCORDA using TPC-H queries on tabular data formats, exercising raw data properties such as parsing and data conversion. The ACCORDA system achieves 2.9x-13.2x speedups when compared to SparkSQL, reducing raw data processing overhead to a geomean of 1.2x (20%). In doing so, ACCORDA robustly matches or outperforms prior systems that depend on caching loaded data, while computing on raw, unloaded data. This performance benefit is robust across format complexity, query predicates, and selectivity (data statistics). ACCORDA's encoding-extended operator interface unlocks aggressive encoding-oriented optimizations that deliver 80% average performance increase over the 7 affected TPC-H queries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Journal Article,"Gestwicki P,McNely B",Interdisciplinary Projects in the Academic Studio,ACM Trans. Comput. Educ.,2016,16,2,,Association for Computing Machinery,"New York, NY, USA",,,,2016-03,,,https://doi.org/10.1145/2732157;http://dx.doi.org/10.1145/2732157,10.1145/2732157,"We define and describe the academic studio model for interdisciplinary, undergraduate, project-oriented education. This model brings faculty, students, and community partners together to investigate an open-ended academic question, and their collaboration yields an original product that represents their inquiry. The academic studio integrates agile software development practice, project-oriented pedagogy, and sociocultural cognition theories. Scrum provides the framework in which self-organizing, cross-functional teams define their methodology, and Scrum practices facilitate assessment of student learning outcomes.This model emerged from design-based research across six studio instances, each of which investigated the relationship of fun, games, and learning through the development of educational video games. Formal and informal analysis of these instances gives rise to several themes, including the importance of a formalized process to encourage learning and productivity, the critical role of an expert faculty mentor, the need to combine academic and industrial practice to manage the inherent challenges of collaborative software development, and the unique characteristics of learning outcomes arising from this model. We conclude that the academic studio model is beneficial to student learning and faculty development, and we encourage the adoption, adaptation, and evaluation of the model.","Higher education, sociocultural cognition theory, design-based research, computer science education, interdisciplinary education, Scrum, project-based learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Truong QT,Salah A,Lauw HW",Bilateral Variational Autoencoder for Collaborative Filtering,,2021,,,292–300,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 14th ACM International Conference on Web Search and Data Mining,"Virtual Event, Israel",2021,9781450382977,,https://doi.org/10.1145/3437963.3441759;http://dx.doi.org/10.1145/3437963.3441759,10.1145/3437963.3441759,"Preference data is a form of dyadic data, with measurements associated with pairs of elements arising from two discrete sets of objects. These are users and items, as well as their interactions, e.g., ratings. We are interested in learning representations for both sets of objects, i.e., users and items, to predict unknown pairwise interactions. Motivated by the recent successes of deep latent variable models, we propose Bilateral Variational Autoencoder (BiVAE), which arises from a combination of a generative model of dyadic data with two inference models, user- and item-based, parameterized by neural networks. Interestingly, our model can take the form of a Bayesian variational autoencoder either on the user or item side. As opposed to the vanilla VAE model, BiVAE is \bilateral''",in that users and items are treated similarly,making it more apt for two-way or dyadic data. While theoretically sound,we formally show that,similarly to VAE,our model might suffer from an over-regularized latent space. This issue,known as posterior collapse in the VAE literature,may appear due to assuming an over-simplified prior (isotropic Gaussian) over the latent space. Hence,we further propose a mitigation of this issue by introducing constrained adaptive prior (CAP) for learning user- and item-dependent prior distributions. Empirical results on several real-world datasets show that the proposed model outperforms conventional VAE and other comparative collaborative filtering models in terms of item recommendation. Moreover,"the proposed CAP further boosts the performance of BiVAE. An implementation of BiVAE is available on Cornac recommender library.""","collaborative filtering, dyadic data, variational autoencoder",WSDM '21,,,,,,,,,,,,,,,,,,,,,
1,Journal Article,"Abeywickrama DB,Ramakrishnan S","Context-Aware Services Engineering: Models, Transformations, and Verification",ACM Trans. Internet Technol.,2012,11,3,,Association for Computing Machinery,"New York, NY, USA",,,,2012-02,,1533-5399,https://doi.org/10.1145/2078316.2078318;http://dx.doi.org/10.1145/2078316.2078318,10.1145/2078316.2078318,"Context-aware Web services are identified as an important technology to support new applications on the future Internet. Context information has several qualities that make the development of these services challenging, compared to conventional, Web services. Therefore, sound software engineering practices are needed during their development and execution. This article discusses a novel software engineering-based approach, which leverages the benefits of model-driven architecture, aspect-oriented modeling, and formal model checking, for modeling and verifying context-aware services. The approach is explored using a real-world case study in intelligent transport. An evaluation framework is established to validate the main methods and tools employed.","software engineering, software architecture, context-aware services, model-driven development, Aspect-oriented modeling, model checking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Barkaoui K,Eslamichalandar M,Kaabachi M",A Structural Verification of Web Services Composition Compatibility,,2010,,,30–41,CEUR-WS.org,"Aachen, DEU",,Proceedings of the 6th International Workshop on Enterprise & Organizational Modeling and Simulation,"Hammamet, Tunisia",2010,9781450304634,,,,"A fundamental feature of service oriented computing is that simple services need to be composed for generating complex services. This work focuses on the analysis and verification of behavior models of web services composition. In particular, we have to check that neither deadlock nor livelock occurs in this composition. Usually, the verification of such integration, with or without mediators, is achieved by using techniques based on state space exploration of a given service formal model. In this paper, we present an approach based on structure theory of Petri nets allowing the recognition of necessary and/or sufficient conditions ensuring compatible composition and a better understanding of the incompatibility sources.","structure theory of Petri nets, compatibility, web service composition",EOMAS '10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Lee CY,Kao TL,Wang KS",Implementation of a Robotic Arm with 3D Vision for Shoes Glue Spraying System,,2018,,,562–565,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 2018 2nd International Conference on Computer Science and Artificial Intelligence,"Shenzhen, China",2018,9781450366069,,https://doi.org/10.1145/3297156.3297171;http://dx.doi.org/10.1145/3297156.3297171,10.1145/3297156.3297171,"Traditionally, the 3D vision guidance and robotic arm are integrated for a stationary object recognition and grasping. In the paper, an automatic glue spray system of shoes is developed for the cementing process. The system consists of a structured light module and a glue spray robot. In the beginning, the structured light scans a shoe from different angles to obtain the partial 3D model. And, a whole shoe model is created. On the other hand, a camera takes pictures of a shoe from different angles to detect the target area. In the target area, the normal vector is calculated by 3D point cloud data. And, the normal vector provides the information to the glue spray robot. Then, the path planning is given and the cementing process is well done.","Vision guidance, Robotic arm, Structured light",CSAI '18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Du T,Qu S,Hua Z",A Novel Timing Series Calculation Algorithm Based on Statistical Extremum for Process Object,,2017,,,94–98,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 9th International Conference on Computer and Automation Engineering,"Sydney, Australia",2017,9781450348096,,https://doi.org/10.1145/3057039.3057058;http://dx.doi.org/10.1145/3057039.3057058,10.1145/3057039.3057058,"In this paper, an algorithm for computing timing series among process objects is proposed. The algorithm is designed based on statistical time distance among extremum points of sampling data set which is collected from process industry, and the delay time between any two production links can be calculated, and then the timing series between any two links can be obtained. By a series of experiments, the validity of this algorithm is proved that the algorithm can obtain the delay time interval among production links and the timing series of these links can be calculated.","Statistical Extremum, Timing series calculation, Process Object",ICCAE '17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Gardner PA,Smith GD,Wheelhouse MJ,Zarfaty UD",Local Hoare Reasoning about DOM,,2008,,,261–270,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the Twenty-Seventh ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,"Vancouver, Canada",2008,9781605581521,,https://doi.org/10.1145/1376916.1376953;http://dx.doi.org/10.1145/1376916.1376953,10.1145/1376916.1376953,"The W3C Document Object Model (DOM) specifies an XML update library. DOM is written in English, and is therefore not compositional and not complete. We provide a first step towards a compositional specification of DOM. Unlike DOM, we are able to work with a minimal set of commands and obtain a complete reasoning for straight-line code. Our work transfers O'Hearn, Reynolds and Yang's local Hoare reasoning for analysing heaps to XML, viewing XML as an in-place memory store as does DOM. In particular, we apply recent work by Calcagno, Gardner and Zarfaty on local Hoare reasoning about simple tree update to this real-world DOM application. Our reasoning not only formally specifies a significant subset of DOM Core Level 1, but can also be used to verify, for example, invariant properties of simple Javascript programs.","xml, dom, local hoare reasoning, context logic",PODS '08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Khan A,Mordatch I,Fitzmaurice G,Matejka J,Kurtenbach G",ViewCube: A 3D Orientation Indicator and Controller,,2008,,,17–25,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 2008 Symposium on Interactive 3D Graphics and Games,"Redwood City, California",2008,9781595939838,,https://doi.org/10.1145/1342250.1342253;http://dx.doi.org/10.1145/1342250.1342253,10.1145/1342250.1342253,"Literally hundreds of thousands of users of 2D computer-aided design (CAD) tools are in the difficult process of transitioning to 3D CAD tools. A common problem for these users is disorientation in the abstract virtual 3D environments that occur while developing new 3D scenes. To help address this problem, we present a novel in-scene 3D widget called the ViewCube as a 3D orientation indicator and controller. The ViewCube is a cube-shaped widget placed in a corner of the window. When acting as an orientation indicator, the ViewCube turns to reflect the current view direction as the user re-orients the scene using other tools. When used as an orientation controller, the ViewCube can be dragged, or the faces, edges, or corners can be clicked on, to easily orient the scene to the corresponding view. We conducted a formal experiment to measure the performance of the ViewCube comparing: (1) ArcBall-style dragging using the ViewCube for manual view switching, (2) clicking on face/edge/corner elements of the ViewCube for automated view switching and (3) clicking on a dedicated row of buttons for automated view switching. The results indicate that users prefer and are almost twice as fast at using the ViewCube with dragging compared to clicking techniques, independent of a number of ViewCube representations that we examined.","desktop 3D environments, 3D navigation, 3D widgets, virtual camera",I3D '08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Akram H,Pascal B,Thierry G",Controlled Stochastic Petri Net Model for End-to-End Network QoS Provisioning in Middleware-Based Multimedia and Real-Time Systems,,2011,,,111–118,Society for Computer Simulation International,"San Diego, CA, USA",,Proceedings of the 44th Annual Simulation Symposium,"Boston, Massachusetts",2011,9781930638563,,,,"End-to-end quality of service (QoS) is central to the objectives of the today's networks requirements of middleware based distributed real-time and embedded (DRE) systems. Any middleware based QoS system should be totally oriented to this goal, and in the scope of this purpose several mechanisms, components and approaches were, are being and will be developed in order to achieve it. In this paper, we show how controlled behavior of such QoS-aware systems can be developed based on stochastic Petri Nets. Afterwards, We show how to obtain, using such an interpreted formal model, powerful numerical analysis for the management of the network QoS.","quality of service, heterogeneous networks, controlled SPN, multimedia system",ANSS '11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Muthusamy V,Jacobsen HA",SLA-Driven Distributed Application Development,,2008,,,31–36,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 3rd Workshop on Middleware for Service Oriented Computing,"Leuven, Belgium",2008,9781605583686,,https://doi.org/10.1145/1462802.1462808;http://dx.doi.org/10.1145/1462802.1462808,10.1145/1462802.1462808,"The management of Service Level Agreements (SLA) in the development of business processes in a Service Oriented Architecture (SOA) often requires much manual and errorprone effort by all parties throughout the lifecycle of the processes. The formal specification of SLAs into development tools can simplify some of this effort. In particular, the runtime provisioning and monitoring of processes can be achieved by an autonomic system that adapts to changing conditions to maintain the SLA's goals. A cost model allows the efficient execution and monitoring of processes, based on a declarative, user-specified optimality function. Experiments demonstrate that the system can indeed adapt to changing workload conditions, saving roughly 70% of the network bandwidth in one particular experiment.","service oriented architecture, service level agreement",MW4SOC '08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Apvrille L,de Saqui-Sannes P",Adding a Methodological Assistant to a Protocol Modeling Environment,,2008,,,,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 8th International Conference on New Technologies in Distributed Systems,"Lyon, France",2008,9781595939371,,https://doi.org/10.1145/1416729.1416745;http://dx.doi.org/10.1145/1416729.1416745,10.1145/1416729.1416745,"The use of protocol design toolkits based on UML profiles has been hampered by the lack of methodological support. Indeed, those toolkits should include an assistant based on patterns and dedicated to driving the designer step by step through a well defined methodology. Thus, the TURTLE UML profile is extended with widely accepted service and protocol-oriented patterns. These patterns are built upon UML analysis diagrams i.e. use case, interaction overview and sequence diagrams. Moreover, all these patterns and diagrams have a formal semantics. Finally, they have been implemented in TTool, the open-source toolkit supporting TURTLE. The proposed approach remains general and may be applied to various modeling languages and use-case analysis driven processes.","scenarios, protocols, UML, patterns, use cases, formal verification",NOTERE '08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Li X,Parsons J",Ontological Semantics for the Use of UML in Conceptual Modeling,,2007,,,179–184,"Australian Computer Society, Inc.",AUS,,"Tutorials, Posters, Panels and Industrial Contributions at the 26th International Conference on Conceptual Modeling - Volume 83","Auckland, New Zealand",2007,9781920682644,,,,"Despite its origins in software modeling, there has been growing interest in using the Unified Modeling Language (UML) for conceptual modeling of application domains. However, the UML has many constructs that are purely software oriented. Consequently, the suitability of the UML for modeling \real world\"" phenomena has been questioned. This research aims to assign real-world semantics to a core set of UML constructs by proposing a set of principles for mapping these constructs to the formal ontology of Mario Bunge","which has been widely used in information systems modeling contexts. We conclude by outlining how the proposed principles can be evaluated in terms of their effectiveness in supporting conceptual modeling using UML.""","conceptual modeling, ontology, UML",ER '07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Vaiapury K,Aksay A,Izquierdo E",GrabcutD: Improved Grabcut Using Depth Information,,2010,,,57–62,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 2010 ACM Workshop on Surreal Media and Virtual Cloning,"Firenze, Italy",2010,9781450301756,,https://doi.org/10.1145/1878083.1878099;http://dx.doi.org/10.1145/1878083.1878099,10.1145/1878083.1878099,"Popular state of the art segmentation methods such as Grab cut include a matting technique to calculate the alpha values for boundaries of segmented regions. Conventional Grabcut relies only on color information to achieve segmentation. Recently, there have been attempts to improve Grabcut using motion in video sequences. However, in stereo or multi-view analysis, there is additional information that could be also used to improve segmentation. Clearly, depth based approaches bear the potential discriminative power of ascertaining whether the object is nearer of farer. In this work, we propose and evaluate a Grabcut segmentation technique based on combination of color and depth information. We show the usefulness of the approach when stereo information is available and evaluate it using standard datasets against state of the art results.","improved grabcut, depth, silhouette, segmentation",SMVC '10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Tan M,Song Y",Research on the Topic Mining of Learners' Interest Based on the Mongolian MOOC Platform Course Discussion Text,,2021,,,1563–1567,Association for Computing Machinery,"New York, NY, USA",,"2021 2nd International Conference on Computers, Information Processing and Advanced Education","Ottawa, ON, Canada",2021,9781450389969,,https://doi.org/10.1145/3456887.3459721;http://dx.doi.org/10.1145/3456887.3459721,10.1145/3456887.3459721,"At present, one of the key directions of MOOC research is to meet the individual learning needs of learners, while the focus of personalized learning is to model learners’ interest in learning, and whether the model can accurately reflect learners’ interest and admiration plays a central role in the lesson recommendation mechanism. This research takes \Introduction to Computer\"" course of the Mongolian MOOC platform as the research object",and discovers the topics of interest of the learners by digging the content of the course discussion area. First,after crawling the content of the discussion area,the text needs to be preprocessed,including encoding conversion,text proofreading,removing stop words,and removing affixes; secondly,the discussion text is described by the vector space model,and the keywords and their weights are calculated by the TF-IDF algorithm; finally,the semantic similarity of keywords is calculated through the cosine formula,and after clustering,the topics of interest of the learners are obtained. The experimental results show that the learner's reason for choosing a course is related to three themes,namely the content of the course,"the teaching method and the learning experience.""","Mongolian, Interest modeling, topic mining, similarity calculation",CIPAE 2021,,,,,,,,,,,,,,,,
1,Conference Paper,"Woop S,Áfra AT,Benthin C",STBVH: A Spatial-Temporal BVH for Efficient Multi-Segment Motion Blur,,2017,,,,Association for Computing Machinery,"New York, NY, USA",,Proceedings of High Performance Graphics,"Los Angeles, California",2017,9781450351010,,https://doi.org/10.1145/3105762.3105779;http://dx.doi.org/10.1145/3105762.3105779,10.1145/3105762.3105779,"We present the STBVH, a new approach for rendering multi-segment motion blur using a bounding volume hierarchy (BVH) that stores both spatial linearly interpolated bounds and temporal bounds. The approach is designed for different number of time steps per mesh or object. While separating the individual meshes using standard partitioning techniques, it performs temporal splits for locations with large or curved motion inside the meshes. Our approach uses a modified motion blur surface area heuristic (MBSAH) that calculates probabilities in the presence of spatial-temporal bounds and works on linear motion segments of primitives rather than on full motion curves. We show that our approach is able to handle challenging scenes with varying degrees of motion blur per mesh, using significantly less memory and having competitive rendering performance compared to building separate linear motion blur BVHs per global time segment.","multi-segment motion blur, BVH, ray tracing",HPG '17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,Singer R,Agent-Based Business Process Modeling and Execution: Steps Towards a Compiler-Virtual Machine Architecture,,2016,,,,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 8th International Conference on Subject-Oriented Business Process Management,"Erlangen, Germany",2016,9781450340717,,https://doi.org/10.1145/2882879.2882880;http://dx.doi.org/10.1145/2882879.2882880,10.1145/2882879.2882880,"In this paper, we propose to rethink the dominant logic of how to model and execute business processes. We think that an actor or agent, respectively Subject-oriented, based approach supports in a much better way the fundamental nature of business processes. We present a proposal for a compiler architecture to model and execute business processes without the need for a dedicated business process management system. Instead, we propose to use a general purpose virtual machine to host the processes. We also propose a concrete path for realization based on the Erlang/Elixir solution system. We also discuss a method to define business processes as a set of formal natural language sentences.","Compiler, BPM, Virtual Machine, Metaprogramming",S-BPM '16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
