Item type,Authors,Editors,Title,Journal,Publication year,Volume,Issue,Pages,Edition,Publisher,Address,Book title,Date published,ISBN,ISSN,URLs,DOI,Abstract,Keywords,Notes,Series,,,,,,,,,,,,,,,,,,,
Book Chapter,de Bruijn NG,"Nederpelt RP,Geuvers JH,de Vrijer RC",Set Theory with Type Restrictions,,1994,133,,841-847,,Elsevier,,Selected Papers on Automath,1994,,0049-237X,https://www.sciencedirect.com/science/article/pii/S0049237X08702295;http://dx.doi.org/10.1016/S0049-237X(08)70229-5,10.1016/S0049-237X(08)70229-5,"Publisher Summary This chapter discusses a kind of type theory where the use of types is very similar to the role of types in cases where the objects to be discussed are not sets. Sets are a very important part of the language. Set theory is the basis of all mathematics. Many rigorous texts on mathematical analysis were written with little or no use of the language and notation of sets. It is superficial as long as it is nothing but a translation from predicates to sets. The Cantor–Zermelo–Fraenkel theory is interesting, correct, rich and deep, and does not imply that it is necessarily the tool that should be available for every mathematician's use. It has some disadvantages too. The natural, intuitive way to think of a set is to collect things that belong to a class or type given beforehand. There are various ways to do set theory in such a system. There are two different ways to talk about sets by means of typing. The orientation on geometrical constructions and the basis of formal geometry is also discussed. The chapter also provides a naïve approach to observability and arbitrary objects are also taken in account.",,,Studies in Logic and the Foundations of Mathematics,,,,,,,,,,,,,,,,,,,
Journal Article,"Rieger K,Schlacher K",,Implicit discrete-time systems and accessibility,Automatica,2011,47,9,1849-1859,,,,,2011,,0005-1098,https://www.sciencedirect.com/science/article/pii/S0005109811002615;http://dx.doi.org/10.1016/j.automatica.2011.05.006,10.1016/j.automatica.2011.05.006,"An intrinsic description for dynamic systems, whose evolution along discrete time is governed by (nonlinear) implicit difference equations in one independent variable and zero-order (algebraic) equations, is presented by means of differential geometrical methods, where systems are associated with appropriate geometric objects reflecting their dynamics. Dynamic systems given in implicit form have the peculiarity that they may contain so-called hidden restrictions. A normal form is presented which is characterized by the circumstances that there are no further restrictions. In addition, it is illustrated that such a normal form allows for an equivalent system representation in explicit form. Based on the geometric picture of (implicit) discrete-time systems the qualitative property of accessibility along a fixed trajectory is discussed. By applying symmetry groups of discrete-time systems and studying invariants of these groups a formal approach is provided that allows us to gather local accessibility criteria successively, which can be tested by computer algebra. Several examples illustrate the results.","Discrete-time systems, Implicit systems, Accessibility, Control system analysis, Differential geometry",,,,,,,,,,,,,,,,,,,,,
Journal Article,"Li YF,Kennedy G,Ngoran F,Wu P,Hunter J",,An ontology-centric architecture for extensible scientific data management systems,Future Generation Computer Systems,2013,29,2,641-653,,,,,2013,,0167-739X,https://www.sciencedirect.com/science/article/pii/S0167739X1100118X;http://dx.doi.org/10.1016/j.future.2011.06.007,10.1016/j.future.2011.06.007,"Data management has become a critical challenge faced by a wide array of scientific disciplines in which the provision of sound data management is pivotal to the achievements and impact of research projects. Massive and rapidly expanding amounts of data combined with data models that evolve over time contribute to making data management an increasingly challenging task that warrants a new approach. In this paper we present an ontology-centric architecture for data management systems that is extensible and domain independent. In this architecture, the behaviors of domain concepts and objects are captured entirely by ontological entities, around which all data management tasks are carried out. The open and semantic nature of ontology languages also makes this architecture amenable to greater data reuse and interoperability. To evaluate the proposed architecture, we have applied it to the challenge of managing phenomics data.","PODD, Data management systems, OWL, Ontology-centric architecture, Phenomics, Bioinformatics",Special section: Recent advances in e-Science,,,,,,,,,,,,,,,,,,,,
Journal Article,"Ludwig T,Walter B",,EFTA: a database retrieval algebra for feature-terms,Data & Knowledge Engineering,1991,6,2,125-149,,,,,1991,,0169-023X,https://www.sciencedirect.com/science/article/pii/0169023X9190019T;http://dx.doi.org/10.1016/0169-023X(91)90019-T,10.1016/0169-023X(91)90019-T,"We define a data-model based on the notation of a feature-term. A Feature-Term Algebra (FTA) for database-retrieval of feature-terms is presented. FTA is comparable to other attempts to extend or modify Relational Algebra to cope with complex objects and set-valued attributes etc., but extends these proposals to an open-world-assumption for the processing of incomplete knowledge. Since we want to define the algebra as an intermediate language for the compilation of feature-logic database-queries, we augment it by a closure-operator to be able to compile recursive queries. Formal semantics of this Extended Feature-Term Algebra (EFTA) are given, its expressive power is investigated, and the algebra is discussed in the context of related work.","Deductive database, Complex object algebra, Open world assumption, Recursive queries",,,,,,,,,,,,,,,,,,,,,
Book Chapter,Sterrett SG,Meijers A,Similarity and Dimensional Analysis,,2009,,,799-823,,North-Holland,Amsterdam,Philosophy of Technology and Engineering Sciences,2009,,1878-9846,https://www.sciencedirect.com/science/article/pii/B9780444516671500331;http://dx.doi.org/10.1016/B978-0-444-51667-1.50033-1,10.1016/B978-0-444-51667-1.50033-1,"Publisher Summary This article illustrates dimensionless parameters and dimensional analysis insofar as they bear on identifying and reasoning about physically similar systems. Authors of works in philosophy and philosophy of science in the twentienth century who wrote about similarity often did so without mentioning the theory of dimensions or dimensionless ratios. Some formal investigations into the topics of dimensional analysis and physical similarity in philosophy of science were carried out, but the work was not very well assimilated into philosophy. Often, what philosophers mean by similarity is simply sharing a property, such as red; or that the shade of red of one object is very close to the shade of red of another. Much of the practical import of dimensional analysis arises from the powerful and simple logical (or, perhaps, grammatical) principle regarding the requirement of dimensional homogeneity, which is applied to dimensional equations. The principle is known as the principle of dimensional homogeneity. Thus, even if the solution to the associated physical equation is not known, the principle can be employed to obtain information by applying it to dimensional equations.",,,Handbook of the Philosophy of Science,,,,,,,,,,,,,,,,,,,
Journal Article,"Guo Y,Şengür A",,A novel image segmentation algorithm based on neutrosophic similarity clustering,Applied Soft Computing,2014,25,,391-398,,,,,2014,,1568-4946,https://www.sciencedirect.com/science/article/pii/S1568494614004347;http://dx.doi.org/10.1016/j.asoc.2014.08.066,10.1016/j.asoc.2014.08.066,"Segmentation is an important research area in image processing, which has been used to extract objects in images. A variety of algorithms have been proposed in this area. However, these methods perform well on the images without noise, and their results on the noisy images are not good. Neutrosophic set (NS) is a general formal framework to study the neutralities’ origin, nature, and scope. It has an inherent ability to handle the indeterminant information. Noise is one kind of indeterminant information on images. Therefore, NS has been successfully applied into image processing algorithms. This paper proposed a novel algorithm based on neutrosophic similarity clustering (NSC) to segment gray level images. We utilize the neutrosophic set in image processing field and define a new similarity function for clustering. At first, an image is represented in the neutrosophic set domain via three membership sets: T, I and F. Then, a neutrosophic similarity function (NSF) is defined and employed in the objective function of the clustering analysis. Finally, the new defined clustering algorithm classifies the pixels on the image into different groups. Experiments have been conducted on a variety of artificial and real images. Several measurements are used to evaluate the proposed method's performance. The experimental results demonstrate that the NSC method segment the images effectively and accurately. It can process both images without noise and noisy images having different levels of noises well. It will be helpful to applications in image processing and computer vision.","Image segmentation, Clustering analysis, Neutrosophic set, Similarity function",,,,,,,,,,,,,,,,,,,,,
Journal Article,Rieger P,,"Problems of development control, Solutions and their applications in territorial health planning",IFAC Proceedings Volumes,1977,10,"15, Part 5",96-102,,,,,1977,,1474-6670,https://www.sciencedirect.com/science/article/pii/S1474667017663225;http://dx.doi.org/10.1016/S1474-6670(17)66322-5,10.1016/S1474-6670(17)66322-5,"Summary Developing objects are characterized by changing sets of states and accordingly by a changing law of motion. Thus a developing object must be described by transitioua from one system to another one: S=/M,R/ S′ =/M′, R′/ R describes formally a collection of relations, e.g.: the law of motion /behaviour/ performance. M describes formally a collection of sets; the latter art the domains and eodomains of the relations. S, the collection of M and R, describes formally the system; an object can be described by the formal system S and the signification of Its symbols. The controllability of system is defined according to M.D. Mesarovió and Y. Takahara. The rapid social developments make the preoise systems formulation uneffective. Only a rough final description gives the chance of more preoise oontrol by deciding than the empirical practice of control. Such a description is briefly presented here. It has three stages:1a precise expression for social satisfaction (or another oriterion function for lower ranks of tha social system) v = ln P - a °A and the criterion referring to this v → max l, P describes the product evaluation, A describes the evaluatlon of expenditure.2algorithms for the evaluation of statas (performances, products, work…), whereby the states are elenents of fuzzy sets.3a good system analysis concept. The system analysis delivers the states to evaluate. An application of this concept for the laboratory diagnostics of the GDR is being sketehed here.",,"IFAC Symposium on Control Mechanisms in Bio and Ecosystems. Volume 5 Biocommunication and Ecosystems, Leipzig, GDR, 11-16 September",,,,,,,,,,,,,,,,,,,,
Journal Article,"Zhenye W,Shiping L",,The generalized plane strain problem and its application in three-dimensional stress measurement,International Journal of Rock Mechanics and Mining Sciences & Geomechanics Abstracts,1990,27,1,43-49,,,,,1990,,0148-9062,https://www.sciencedirect.com/science/article/pii/014890629090007O;http://dx.doi.org/10.1016/0148-9062(90)90007-O,10.1016/0148-9062(90)90007-O,"This paper proposes a complete definition of the plane strain problem. It consists of five subtypes: the classical one and four subtypes of the generalized plane strain problem. Among them the axial strain is a compatible condition. Following that definition, for problems which are not more complex than that, the axial load as well as axial strain are linear functions of x, y, and the problems can be solved as a plane strain problem. Their solutions are found by simply superposing the solutions of three of the fundamental equations. According to the fourth subtype of the generalized plane strain problem mentioned, the solutions of a hollow inclusion adhered inside a round hole in an infinite object are given, by which the six stress components of virgin stresses in a rock mass stress measurement using CSIR or CSIRO triaxial probes can be fixed. Comparing the calculated results by the method proposed in this paper with the existing methods, utilizing the data of some authors, it is noticed that the axial stress component calculated by the former method is reduced and that the principal stresses and their directions are altered, which may directly explain the discovery by some authors that the axial stress analyzed by the existing methods tends to a higher value.",,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Javadi M,Asghari M,Sohrabpour S",,Material growth and remodeling formulation based on the finite couple stress theory,International Journal of Non-Linear Mechanics,2020,121,,103413,,,,,2020,,0020-7462,https://www.sciencedirect.com/science/article/pii/S002074621930246X;http://dx.doi.org/10.1016/j.ijnonlinmec.2020.103413,10.1016/j.ijnonlinmec.2020.103413,"The mathematical formulation for material growth and remodeling processes in finite deformation is developed based on the couple stress theory. The generalized continuum mechanics of couple stress theory is capable of capturing small-scale cellular effects and of modeling mass flux in these processes. The frame-indifferent balance equations of mass, linear and angular momentums, as well as internal energy together with the entropy inequality are first introduced in the presence of the mass flux based on the finite couple-stress theory. Then, within the framework of material uniformity the Eshelby and Mandel stress tensors as driving or configurational forces for local rearrangement of the first- and second-order material inhomogeneities are determined for the Cauchy stress tensor as well as the couple stress tensor. In the next step, the basic kinematic tensors are multiplicatively decomposed into elastic and anelastic parts, and by utilizing the derived entropy inequality, the hyper-elastic constitutive equations with respect to both reference and current configurations are obtained. Additionally, an admissible form for each of the two evolution laws of classical and higher-order material transplant tensors of material growth which satisfy the general formal restrictions are developed as a function of classical and hyper versions of the Mandel stress. Moreover, in a numerical study the effects of presented evolution laws on the growth of a cubic materially isotropic object under a specific oscillating external loading, corresponding to some diagonal classical stress and skew-symmetric couple stress tensors in the reference configuration, are investigated.","The finite couple stress theory, Length scale, Growth, Remodeling, The Mandel stress, The Eshelby stress",,,,,,,,,,,,,,,,,,,,,
Journal Article,"Shinwell MR,Pitts AM",,On a monadic semantics for freshness,Theoretical Computer Science,2005,342,1,28-55,,,,,2005,,0304-3975,https://www.sciencedirect.com/science/article/pii/S0304397505003385;http://dx.doi.org/10.1016/j.tcs.2005.06.003,10.1016/j.tcs.2005.06.003,"A standard monad of continuations, when constructed with domains in the world of FM-sets [M.J. Gabbay, A.M. Pitts, A new approach to abstract syntax with variable binding, Formal Aspects Comput. 13 (2002) 341–363], is shown to provide a model of dynamic allocation of fresh names that is both simple and useful. In particular, it is used to prove that the powerful facilities for manipulating fresh names and binding operations provided by the “Fresh” series of metalanguages [M.R. Shinwell, Swapping the atom: Programming with binders in Fresh O’Caml, Proc. MERλIN, 2003; M.R. Shinwell, A.M. Pitts, Fresh O’Caml User Manual, Cambridge University Computer Laboratory, September 2003, available at 〈http://www.freshml.org/foc/〉; M.R. Shinwell, A.M. Pitts, M.J. Gabbay, FreshML: Programming with binders made simple, in: Proc. ICFP ’03, ACM Press, 2003, pp. 263–274] respect α-equivalence of object-level languages up to meta-level contextual equivalence.",,Applied Semantics: Selected Topics,,,,,,,,,,,,,,,,,,,,
Journal Article,"Tranoris C,Thramboulidis K",,A tool supported engineering process for developing control applications,Computers in Industry,2006,57,5,462-472,,,,,2006,,0166-3615,https://www.sciencedirect.com/science/article/pii/S0166361506000492;http://dx.doi.org/10.1016/j.compind.2006.02.006,10.1016/j.compind.2006.02.006,"Engineers in industrial and control sector continuously face problems on developing modern distributed industrial control applications. The latest standard in this domain, the IEC61499, defines a methodology to be used by system designers to construct distributed industrial control applications. New generation Engineering Support Systems (ESSs) are required to support the whole development process. In this paper, a process that introduces new and enhances already defined phases of the IEC61499 development process is presented. Model Driven Development has been adopted and two meta-models have been defined: a Unified Modelling Language (UML) based one that is used in the analysis phase and an IEC61499 based for the design phase. A set of transformation rules, formally defined by means of UML's Object Constraint Language, is defined to ameliorate the transformation process between the two metamodels. The proposed development process is supported by a prototype ESS, namely CORFU ESS, which is used to present a case study.","Distributed Control Applications, Function Block, IEC61499, Control Application development process, Model Driven Development",,,,,,,,,,,,,,,,,,,,,
Journal Article,"Varela LM,Garcı́a M,Mosquera V",,Non-Debye screening in a formally consistent version of the modified mean spherical approximation,Physica A: Statistical Mechanics and its Applications,2002,311,1,35-49,,,,,2002,,0378-4371,https://www.sciencedirect.com/science/article/pii/S0378437102008233;http://dx.doi.org/10.1016/S0378-4371(02)00823-3,10.1016/S0378-4371(02)00823-3,"The non-Debye decay length of ionic solutions (κ) is analyzed combining the dressed ion theory route with a new version of the modified mean spherical approximation (MMSA) [Varela et al., J. Chem. Phys. 109, 1930 (1998)]. Seeking formal consistency, the MMSA short-range direct correlation function is naturally extended to include a linear term in radial distance whose effect on the screening predictions is analyzed. This behavior is derived from soft-core considerations and the concentration-dependent slope is related to the penetrability of the ions by means of a Tosi–Fumi-type potential. A limit is established for the slope of c(r) in order to predict the correct behavior of the decay constant in the low concentration regime (κ→kD+, kD being Debye's parameter). This limit is shown to be violated by the classical mean spherical approximation (MSA) for a one-component charged spheres fluid. Thus, it is confirmed that the MSA effective decay constant tends to Debye's one from below in the limit of vanishing concentration, in accordance with the recent hypernetted chain (HNC) calculations, a behavior which has been the object of some controversy in the literature. Finally, the HNC calculations of κ are analyzed for various ionic species and the behavior of the calculated slope of c(r) discussed in terms of ionic coupling.","Ionic solutions, Effective screening length",,,,,,,,,,,,,,,,,,,,,
Book Chapter,"Vandeginste BG,Massart DL,Buydens LM,De Jong S,Lewi PJ,Smeyers-Verbeke J","Vandeginste BG,Massart DL,Buydens LM,De Jong S,Lewi PJ,Smeyers-Verbeke J",Chapter 29 - Vectors Matrices Operations on Matrices,,1998,20,,7-56,,Elsevier,,Handbook of Chemometrics and Qualimetrics: Part B,1998,,0922-3487,https://www.sciencedirect.com/science/article/pii/S0922348798800397;http://dx.doi.org/10.1016/S0922-3487(98)80039-7,10.1016/S0922-3487(98)80039-7,"This chapter is an extension and generalization of the material presented in Chapter 9. Here we deal with the calculus of vectors and matrices from the point of view of the analysis of a two-way multivariate data table, as defined in Chapter 28. Such data arise when several measurements are made simultaneously on each object in a set [1]. Usually these raw data are collected in tables in which the rows refer to the objects and the columns to the measurements. For example, one may obtain physicochemical properties such as lipophilicity, electronegativity, molecular volume, etc., on a number of chemical compounds. The resulting table is called a measurement table. Note that the assignment of objects to rows and of measurements to columns is only conventional. It arises from the fact that often there are more objects than measurements, and that printing of such a table is more convenient with the smallest number of columns. In a cross-tabulation each element of the table represents a count, a mean value or some other summary statistic for the various combinations of the categories of the two selected measurements. In the above example, one may cross the categories of lipophilicity with the categories of electronegativity (using appropriate intervals of the measurement scales). When each cell of such a cross-tabulation contains the number of objects that belong to the combined categories, this results in a contingency table or frequency table which is discussed extensively in Chapter 32. In a more general cross-tabulation, each cell of the table may refer, for example, to the average molecular volume that has been observed for the combined categories of lipophilicity and electronegativity. One of the aims of multivariate analysis is to reveal patterns in the data, whether they are in the form of a measurement table or in that of a contingency table. In this chapter we will refer to both of them by the more algebraic term ‘matrix’. In what follows we describe the basic properties of matrices and of operations that can be applied to them. In many cases we will not provide proofs of the theorems that underlie these properties, as these proofs can be found in textbooks on matrix algebra (e.g. Gantmacher [2]). The algebraic part of this section is also treated more extensively in textbooks on multivariate analysis (e.g. Dillon and Goldstein [1], Giri [3], Cliff [4], Harris [5], Chatfield and Collins [6], Srivastana and Carter [7], Anderson [8]).",,,Data Handling in Science and Technology,,,,,,,,,,,,,,,,,,,
Journal Article,Mislove M,,Discrete random variables over domains,Theoretical Computer Science,2007,380,1,181-198,,,,,2007,,0304-3975,https://www.sciencedirect.com/science/article/pii/S030439750700165X;http://dx.doi.org/10.1016/j.tcs.2007.02.061,10.1016/j.tcs.2007.02.061,"In this paper we initiate the study of discrete random variables over domains. Our work is inspired by that of Daniele Varacca, who devised indexed valuations as models of probabilistic computation within domain theory. Our approach relies on new results about commutative monoids defined on domains that also allow actions of the non-negative reals. Using our approach, we define two such families of real domain monoids, one of which allows us to recapture Varacca’s construction of the Plotkin indexed valuations over a domain. Each of these families leads to the construction of a family of discrete random variables over domains, the second of which forms the object level of a continuous endofunctor on the categories RB (domains that are retracts of bifinite domains), and on FS (domains where the identity map is the directed supremum of deflations finitely separated from the identity). The significance of this last result lies in the fact that there is no known category of continuous domains that is closed under the probabilistic power domain, which forms the standard approach to modelling probabilistic choice over domains. The fact that RB and FS are Cartesian closed and also are closed under a power domain of discrete random variables means we can now model, e.g. the untyped lambda calculus extended with a probabilistic choice operator, implemented via random variables.",,"Automata, Languages and Programming",,,,,,,,,,,,,,,,,,,,
Journal Article,"Gerstl P,Pribbenow S",,A conceptual theory of part-whole relations and its applications,Data & Knowledge Engineering,1996,20,3,305-322,,,,,1996,,0169-023X,https://www.sciencedirect.com/science/article/pii/S0169023X96000146;http://dx.doi.org/10.1016/S0169-023X(96)00014-6,10.1016/S0169-023X(96)00014-6,"This paper shows two applications of a theory of part-whole relations that has been introduced in [1] in two different areas: natural language semantics and modelling parts of physical objects. A short overview of the theory will be given, followed by two sections which present results in the two application areas. In Section 2 we provide an analysis of the domain of solid objects like devices, buildings and other artifacts of our daily life. We first examine in more detail the relevant part-whole relations in that domain. The second part describes how these relations can be represented and manipulated in a hybrid system. In Section 3 it will be shown that there is a strong and immediate correspondence between classes of part-whole-relations and syntactically or lexically motivated classes of genitive constructions. The two applications illustrate the generality of the theory as well as its usefulness for representing and reasoning about part-whole information in totally different domains.","Commonsense knowledge, Compositional structure, Diagrammatic reasoning, Formal mereology, Knowledge representation, Natural language processing, Part-whole relations",Modeling Parts and Wholes,,,,,,,,,,,,,,,,,,,,
Journal Article,"Rauber TW,Steiger-Garçao A",,Binary Pattern Description based on UNL-Fourier Features - A Neural Network Identifier with Learning Capability,IFAC Proceedings Volumes,1992,25,6,143-149,,,,,1992,,1474-6670,https://www.sciencedirect.com/science/article/pii/S1474667017508952;http://dx.doi.org/10.1016/S1474-6670(17)50895-2,10.1016/S1474-6670(17)50895-2,"The paper presents a general purpose method to describe the form of binary patterns. Features based on a Fourier analysis of transformed parametric curves are introduced which are insensitive to translation, rotation and scaling. If patterns are different they can be distinguished without explicitly specifying the differences due to the information preserving qualities of the transform. The calculus of the features is inexpensive compared to the potentiality to characterize a arbitrary formed pattern. An identifier using a backpropagation neural network simulator is constructed on top of the feature model. In order to prove the general purpose capability of the technique, we present results originating from three different pattern types: Object contours from vision system images, 2-D projections of CAD modelled solids and handwritten numerals.","Pattern recognition, shape features, Fourier analysis, computer vision, backpropagation neural network","IFAC Symposium on Intelligent Components and Instruments for Control Applications (SICICA'92), Malaga, Spain, 20-22 May 1992",,,,,,,,,,,,,,,,,,,,
Journal Article,"Fink T,Koch M,Pauls K",,An MDA approach to Access Control Specifications Using MOF and UML Profiles,Electronic Notes in Theoretical Computer Science,2006,142,,161-179,,,,,2006,,1571-0661,https://www.sciencedirect.com/science/article/pii/S1571066105052175;http://dx.doi.org/10.1016/j.entcs.2004.12.045,10.1016/j.entcs.2004.12.045,"We present a Model Driven Development (MDD) approach to the development of access control policies for distributed systems. The models are expressed as Meta-Object Facility (MOF) models enriched by Unified Modeling Language (UML) profiles. The view-based access control model is used as an example, for which we present a platform independent meta-model and platform specific meta-models for the Java 2 Platform, Enterprise Edition (J2EE). A management application is used to build instance models for the platform independent and platform specific meta-models, respectively. We present in this paper how the platform independent models can be used to generate the platform specific models, and how the meta-models can be used to generate the models for the specific application. Finally, the platform specific models are used to generate the security policy to be deployed in the security infrastructure. We show how consistence requirements can be verified formally by using category-based graph transformations.","MDA, MDD, UML, CORBA, J2EE, Security",Proceedings of the First International Workshop on Views on Designing Complex Architectures (VODCA 2004),,,,,,,,,,,,,,,,,,,,
Journal Article,Torriani HH,,Constructive implicit function theorems,Discrete Mathematics,1989,76,3,247-269,,,,,1989,,0012-365X,https://www.sciencedirect.com/science/article/pii/0012365X89903233;http://dx.doi.org/10.1016/0012-365X(89)90323-3,10.1016/0012-365X(89)90323-3,"An algorithm that yields every coefficient of the reversed series of a formal power series in one variable is presented. Another algorithm solves implicit analytic functions on the plane for one of the variables. This constructive approach to the Lagrange inversion formula rests on factorization properties of partitions of integers and distributions of distinguishable objects. Several open problems related to this material and dealing with combinatorial analysis, determinantal hypersurfaces, invariant theory and characteristic classes are mentioned at the end.",,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Chen K,Owen CL",,Form language and style description,Design Studies,1997,18,3,249-274,,,,,1997,,0142-694X,https://www.sciencedirect.com/science/article/pii/S0142694X97000021;http://dx.doi.org/10.1016/S0142-694X(97)00002-1,10.1016/S0142-694X(97)00002-1,"This paper presents a ‘style description framework’ for the analysis of style as it is exhibited by objects, artifacts and, particularly, products. The framework equips a designer with both the ability to analyse existing styles and to describe new styles for target markets. A ‘style profile’ consists of a set of polar adjective scales and associated weighting mechanisms. Within the profile, stylistic attributes — in the form of values given on the scales — are grouped into six categories: form elements, joining relationships, detail treatments, materials, colour treatments and textures. Two weighting mechanisms, an importance index and confidence factor, fine-tune the description. The style profile can be used not only to communicate styles between designers and computers, but also to accumulate formal style knowledge.","aesthetics, product design, computer aided design, form language",,,,,,,,,,,,,,,,,,,,,
Journal Article,"Di Manzo M,Giunchiglia F",,A first order theory of common sense object positioning,Computers in Industry,1986,7,3,257-262,,,,,1986,,0166-3615,https://www.sciencedirect.com/science/article/pii/0166361586900515;http://dx.doi.org/10.1016/0166-3615(86)90051-5,10.1016/0166-3615(86)90051-5,"The aim of this paper is to present a first order formalization of the cognitive mechanisms which allow a listener to form a “mental image” of a scene incompletely and ambiguously described (for instance by means of natural language sentences). In particular we are faced with the problem of imagining all the objects (probably) present in an inferred environment till a three-dimensional representation of the space enveloped by the current (inferred) environment. In this paper, for lack of space, the formal system is not entirely described (a technical report with the complete formalization is forthcoming), but we are more focused on those mechanisms of reasoning “by default” which allow humans to reach conclusions even if their knowledge is largely incomplete.","Natural language processing, Cognitive modelling",,,,,,,,,,,,,,,,,,,,,
Book Chapter,Duchesneau F,"Fenstad JE,Frolov IT,Hilpinen R",Leibniz and the Philosophical Analysis of Science,,1989,126,,609-624,,Elsevier,,"Logic, Methodology and Philosophy of Science VIII",1989,,0049-237X,https://www.sciencedirect.com/science/article/pii/S0049237X08700685;http://dx.doi.org/10.1016/S0049-237X(08)70068-5,10.1016/S0049-237X(08)70068-5,"Publisher Summary Leibniz developed a conception of philosophy of science that can be defined as architectonic rather than strictly foundational or critical. The chapter discusses the conception of the analytic method Leibniz developed and the ways in which Leibnizian analysis aims at dealing in a combinatory fashion with indefinite notions, thus allowing for the potential systematization of truths of fact. The Leibnizian doctrine on analysis purports to replace the intuitive progression by a process of unfolding of the formal structures involved in the concatenation of concepts and propositions. For Leibniz, the validity of mathematics would result from the correspondence one can set between stages of analytical decombination and a series of judgments whose formal validity can be identified for each element in the series. He focused on the combination and decombination of concepts that form sufficient marks for reckoning the object as real because of its essential possibility.",,,Studies in Logic and the Foundations of Mathematics,,,,,,,,,,,,,,,,,,,
Journal Article,"Horváth D,Pincak R",,From the currency rate quotations onto strings and brane world scenarios,Physica A: Statistical Mechanics and its Applications,2012,391,21,5172-5188,,,,,2012,,0378-4371,https://www.sciencedirect.com/science/article/pii/S0378437112004931;http://dx.doi.org/10.1016/j.physa.2012.06.006,10.1016/j.physa.2012.06.006,"In the paper, we study the projections of the real exchange rate dynamics onto the string-like topology. Our approach is inspired by the contemporary movements in the string theory. The string map of data is defined here by the boundary conditions, characteristic length, real valued and the method of redistribution of information. As a practical matter, this map represents the detrending and data standardization procedure. We introduced maps onto 1-end-point and 2-end-point open strings that satisfy the Dirichlet and Neumann boundary conditions. The questions of the choice of extra-dimensions, symmetries, duality and ways to the partial compactification are discussed. Subsequently, we pass to higher dimensional and more complex objects. The 2D-Brane was suggested which incorporated bid-ask spreads. Polarization by the spread was considered which admitted analyzing arbitrage opportunities on the market where transaction costs are taken into account. The model of the rotating string which naturally yields calculation of angular momentum is suitable for tracking of several currency pairs. The systematic way which allows one suggest more structured maps suitable for a simultaneous study of several currency pairs was analyzed by means of the Gâteaux generalized differential calculus. The effect of the string and brane maps on test data was studied by comparing their mean statistical characteristics. The study revealed notable differences between topologies. We review the dependence on the characteristic string length, mean fluctuations and properties of the intra-string statistics. The study explores the coupling of the string amplitude and volatility. The possible utilizations of the string theory approach in financial markets are slight.","Econophysics, Financial markets, String theory",,,,,,,,,,,,,,,,,,,,,
Journal Article,"Landauer C,Bellman KL",,New architectures for constructed complex systems,Applied Mathematics and Computation,2001,120,1,149-163,,,,,2001,,0096-3003,https://www.sciencedirect.com/science/article/pii/S0096300399002404;http://dx.doi.org/10.1016/S0096-3003(99)00240-4,10.1016/S0096-3003(99)00240-4,"This paper is an overview of our research program in intelligent systems. Our object of study is constructed complex systems, which are software and hardware systems mediated or managed by computers. We describe how biological systems provide stiff competition for constructed complex systems in the areas of autonomy and intelligence, robustness, adaptability, and communication. We describe our computationally reflective integration infrastructure, called `wrappings', and show how it can provide many of the necessary flexibilities. We also describe two directions of research in computational semiotics, which for us means the study of the use of symbols by computing systems. We describe our `conceptual categories', which are a method of knowledge representation that supports these flexibilities, and some new results on symbol systems, which leads to some new mathematical questions about what can be represented in formal systems and how they can be extended automatically. These are then combined to describe our architecture, which we are currently in the process of implementing.","Constructed complex systems, Knowledge-based integration infrastructure, Conceptual categories, Reflective architectures",The Bellman Continuum,,,,,,,,,,,,,,,,,,,,
Journal Article,"Gosliga J,Gardner PA,Bull LA,Dervilis N,Worden K",,"Foundations of Population-based SHM, Part II: Heterogeneous populations – Graphs, networks, and communities",Mechanical Systems and Signal Processing,2021,148,,107144,,,,,2021,,0888-3270,https://www.sciencedirect.com/science/article/pii/S0888327020305306;http://dx.doi.org/10.1016/j.ymssp.2020.107144,10.1016/j.ymssp.2020.107144,"This paper is the second in a series of three which aims to provide a basis for Population-Based Structural Health Monitoring (PBSHM); a new technology which will allow transfer of diagnostic information across a population of structures, augmenting SHM capability beyond that applicable to individual structures. The new PBSHM can potentially allow knowledge about normal operating conditions, damage states, and even physics-based models to be transferred between structures. The first part in this series considered homogeneous populations of nominally-identical structures. The theory is extended in this paper to heterogeneous populations of disparate structures. In order to achieve this aim, the paper introduces an abstract representation of structures based on Irreducible Element (IE) models, which capture essential structural characteristics, which are then converted into Attributed Graphs (AGs). The AGs form a complex network of structure models, on which a metric can be used to assess structural similarity; the similarity being a key measure of whether diagnostic information can be successfully transferred. Once a pairwise similarity metric has been established on the network of structures, similar structures are clustered to form communities. Within these communities, it is assumed that a certain level of knowledge transfer is possible. The transfer itself will be accomplished using machine learning methods which will be discussed in the third part of this series. The ideas introduced in this paper can be used to define precise terminology for PBSHM in both the homogeneous and heterogeneous population cases.","Population-based structural health monitoring (SHM), Irreducible Element (IE) model, Attributed Graph (AG), Complex networks of structures",,,,,,,,,,,,,,,,,,,,,
